image_path,folder_name,disease_id,disease_name,synonyms,treatment_name,active_substance,dosage_guidance,cautions,source_link
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_115.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_115.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_115.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_116.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_116.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_116.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_117.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_117.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_117.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_118.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_118.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_118.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_119.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_119.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_119.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_120.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_120.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_120.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_121.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_121.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_121.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_122.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_122.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_122.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_123.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_123.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_123.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_124.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_124.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_124.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_125.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_125.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_125.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_126.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_126.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_126.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_127.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_127.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_127.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_128.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_128.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_128.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_129.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_129.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_129.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_130.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_130.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_130.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_131.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_131.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_131.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_132.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_132.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_132.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_133.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_133.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_133.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_134.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_134.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_134.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_135.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_135.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_135.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_136.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_136.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Florfenicol,Florfenicol,Broad-spectrum antibiotic effective on Aeromonas,Veterinary use only; regulated,https://www.merckvetmanual.com/exotic-and-laboratory-animals/aquarium-fish/bacterial-diseases-of-fish
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_136.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Water Quality Improvement,-,"Increase oxygen, reduce stressors, clean tanks",Supportive measure; non-medicated,https://extension.msstate.edu/agriculture/catfish/diseases
dataset\train\bacterial_aeromoniasis\bacterial_diseases_aeromoniasis_137.jpg,bacterial_aeromoniasis,D004,Aeromoniasis,"Motile Aeromonad Septicemia, A. hydrophila infection, hemorrhagic septicemia",Oxytetracycline (feed),Oxytetracycline,25-37.5 mg/lb/day for 10 days via feed,Observe withdrawal periods; avoid overuse,https://aquaculture.ca.uky.edu/sites/aquaculture.ca.uky.edu/files/srac_478_aeromonas_bacterial_infections-motile_aeromonad_septicemia.pdf
